city,lat,lng,population,capital
Philipsburg,18.0256,-63.0492,,primary
Yaren,-0.5477,166.9209,,primary
Pristina,42.6633,21.1622,,primary
Gustavia,17.8958,-62.8508,,primary
Road Town,18.4167,-64.6167,,primary
Ngerulmud,7.5006,134.6242,271,primary
Saint-Pierre,46.7811,-56.1764,,primary
The Valley,18.2167,-63.05,,primary
Mata-Utu,-13.2825,-176.1736,,primary
Kingston,-29.0569,167.9617,,primary
Longyearbyen,78.2167,15.6333,,primary
Tifariti,26.0928,-10.6089,,primary
Adamstown,-25.0667,-130.0833,,primary
Flying Fish Cove,-10.4167,105.7167,,primary
King Edward Point,-54.2833,-36.5,,primary
Xingcheng,24.1681,115.6669,993000,minor
Dongtai,32.8534,120.3037,990306,minor
Al Mansurah,31.05,31.3833,960423,admin
Yingcheng,24.1878,113.4042,986400,minor
Chiba,35.6073,140.1064,981738,admin
Pekanbaru,0.5333,101.45,983356,admin
Luocheng,22.7645,111.5745,984100,minor
Dnipro,48.4675,35.04,980948,admin
Nada,19.5,109.5833,977700,minor
Zamboanga City,6.9167,122.0833,977234,admin
Kirkuk,35.4667,44.4,975000,admin
Naples,40.8333,14.25,966144,admin
Huilong,31.8131,121.6574,972525,minor
Oklahoma City,35.4676,-97.5136,972943,admin
Cebu City,10.293,123.902,964169,admin
Shaoxing,30,120.5833,961200,minor
Santo Domingo Este,18.4855,-69.8734,948855,admin
Fangchenggang,21.6,108.3,953300,minor
Tangier,35.7767,-5.8039,947952,admin
Kermanshah,34.3167,47.0686,945651,admin
Meishan,34.1736,112.839,936000,minor
Kisangani,0.5153,25.1911,935977,admin
Aguascalientes,21.876,-102.296,934424,admin
Marrakech,31.6295,-7.9811,928850,admin
Donetsk,48.0089,37.8042,929063,admin
Trujillo,-8.1119,-79.0289,919899,admin
Taihe,30.8706,105.3784,924531,minor
Taihecun,45.768,131.0063,920471,minor
Naucalpan de Juarez,19.4753,-99.2378,913681,minor
Owerri,5.4833,7.0333,908109,admin
Padang,-0.9556,100.3606,914970,admin
Hengzhou,22.6896,109.2674,908400,minor
Campo Grande,-20.4686,-54.6222,906092,admin
Hartford,41.7661,-72.6834,905152,admin
Bobo-Dioulasso,11.1833,-4.2833,903887,admin
Ad Dammam,26.4333,50.1,903312,admin
Lhasa,29.6458,91.1408,902500,admin
Taguig City,14.5167,121.05,886722,admin
Merida,20.97,-89.62,892363,admin
Bucheon,37.4989,126.7831,867678,minor
Dengtalu,36.0819,114.3481,887000,minor
Antipolo,14.5842,121.1763,887399,admin
Abeokuta,7.15,3.35,888924,admin
Cancun,21.1606,-86.8475,888797,minor
Krasnodar,45.0333,38.9833,881476,admin
Natal,-5.795,-35.2089,877662,admin
Chihuahua,28.6353,-106.0889,878062,admin
Turin,45.0667,7.7,870952,admin
Ar Ramadi,33.4258,43.2992,874543,admin
Kaifeng Chengguanzhen,34.8519,114.3481,872000,minor
Ikeja,6.6186,3.3426,861300,admin
Marseille,43.2964,5.37,868277,admin
Saltillo,25.4333,-101,864431,admin
Ipoh,4.6,101.07,866772,admin
Hai'an,32.532,120.4604,866337,minor
Oran,35.6969,-0.6331,852000,admin
Hermosillo,29.0989,-110.9542,855563,admin
Weichanglu,37.1792,119.9333,859424,minor
Leping,28.9632,117.1203,852800,minor
Hailun,47.4585,126.9632,850000,minor
Akure,7.25,5.195,847903,admin
Ilorin,8.5,4.55,847582,admin
Teresina,-5.0949,-42.8042,847430,admin
Saratov,51.5333,46,845300,admin
Erbil,36.1911,44.0094,846000,admin
Pasig City,14.575,121.0833,803159,admin
Denpasar,-8.6667,115.2167,834881,admin
Bhubaneshwar,20.2644,85.8281,837737,admin
Tongchuan,34.9057,108.9422,834437,minor
Cheongju,36.6372,127.4897,833276,admin
Warri,5.5167,5.75,830106,minor
Pointe-Noire,-4.7889,11.8653,829134,admin
Rongjiawan,29.1409,113.1087,826000,minor
Honolulu,21.3294,-157.846,820987,admin
Gaoyou,32.7847,119.4432,811800,minor
Culiacan,24.8069,-107.3939,808416,admin
Yiyang,26.4103,112.3913,810447,minor
Puxi,35.2125,114.735,809535,minor
Zijinglu,34.7513,112.9854,807857,minor
Joao Pessoa,-7.12,-34.88,801718,admin
Queretaro,20.5875,-100.3928,801940,admin
Palermo,2.8883,-75.4339,800000,minor
Qingping,34.538,113.3796,797200,minor
Valencia,39.47,-0.3764,789744,admin
Niigata,37.9161,139.0364,790646,admin
Fuyang,30.0553,119.95,771000,minor
Homs,34.7333,36.7167,775404,admin
Lubango,-14.9167,13.5,776249,admin
San Luis Potosi,22.1511,-100.9761,772828,admin
Cencheng,22.9297,111.0186,772113,minor
Hamhung,39.9167,127.5333,768551,admin
Krakow,50.0614,19.9372,766739,admin
Frankfurt,50.1136,8.6797,764104,minor
Bahawalpur,29.3956,71.6722,762111,minor
Zhongba,31.7761,104.7406,762140,minor
Kaduna,10.5105,7.4165,760084,admin
Qingnian,36.8494,115.7061,760781,minor
Xinhualu,34.3962,113.7249,758079,minor
Tlajomulco de Zuniga,20.4736,-103.4431,727750,minor
Samarinda,-0.5022,117.1536,753370,admin
Pietermaritzburg,-29.6009,30.3796,750845,admin
Changhua,24.0667,120.5333,750000,admin
Ciudad Guayana,8.3596,-62.6517,751331,minor
Cucuta,7.9075,-72.5047,750000,admin
Licheng,31.4174,119.4786,749522,minor
Thiruvananthapuram,8.5,76.8997,743691,admin
Tyumen,57.15,65.5333,744554,admin
Nampula,-15.1167,39.2667,743000,admin
Zaporizhzhia,47.8378,35.1383,741717,admin
Chengguan,35.5256,113.6976,740435,minor
Kumamoto,32.8031,130.7078,738385,admin
Zunhua,40.1881,117.9593,737011,minor
Valenzuela,14.7,120.9833,714978,admin
Orumiyeh,37.5486,45.0675,736224,admin
Osogbo,7.7597,4.5761,731000,admin
Shuangqiao,35.0833,112.5833,733000,minor
Comodoro Rivadavia,-45.8667,-67.5,730266,minor
Cagayan de Oro,8.4833,124.65,728402,admin
Langzhong,31.5504,105.9938,728935,minor
Lviv,49.8419,24.0315,724314,admin
An Najaf,32.029,44.3396,724700,admin
Okayama,34.65,133.9167,720043,admin
Anlu,31.2575,113.6783,720000,minor
Changsha,22.3762,112.6877,717700,minor
Torreon,25.5394,-103.4486,716672,minor
Shihezi,44.3,86.0333,717000,minor
George Town,5.4145,100.3292,708127,admin
Enugu,6.4403,7.4942,715774,admin
Soledad,10.92,-74.77,698852,minor
Yatou,37.1653,122.4867,714211,minor
Xichang,27.8983,102.2706,712434,minor
City of Paranaque,14.4667,121.0167,689992,admin
Chengxiang,31.4515,121.1043,709500,minor
Dashiqiao,40.6328,122.5021,704891,minor
Latakia,35.5236,35.7917,700000,admin
Banjarmasin,-3.319,114.5921,692793,admin
General Santos,6.1167,125.1667,697315,admin
Hamah,35.1333,36.75,696863,admin
Shishi,24.7355,118.6434,693000,minor
Guadalupe,25.6775,-100.2597,691931,minor
Bauchi,10.3158,9.8442,693700,admin
Lodz,51.7769,19.4547,690422,admin
Miluo Chengguanzhen,28.8049,113.0745,692080,minor
Gaizhou,40.4019,122.3499,691595,minor
Karbala',32.6167,44.0333,690100,admin
Leling,37.7333,117.2167,689867,minor
Sevilla,37.39,-5.99,684234,admin
Jianshe,34.2189,113.7693,687130,minor
Shizuoka,34.9756,138.3825,685589,admin
Jingcheng,32.0058,120.2547,684360,minor
Rasht,37.2833,49.6,679995,admin
Xigaze,29.2649,88.8799,679771,minor
As Sulaymaniyah,35.55,45.4333,676500,admin
Zaragoza,41.65,-0.8833,675301,admin
Acapulco de Juarez,16.8636,-99.8825,673478,minor
Bahar,34.9069,48.4414,673405,minor
Palermo,38.1111,13.3517,668405,admin
Tlaquepaque,20.6167,-103.3167,664193,minor
Mazatlan,23.2167,-106.4167,658354,minor
Songyang,34.4603,113.028,668592,minor
Ch'ongjin,41.8,129.7831,667929,minor
Puyang Chengguanzhen,35.7004,114.98,666322,minor
Qionghu,28.8417,112.3595,667104,minor
Zhaodong,46.0635,125.9773,666532,minor
Huambo,-12.7667,15.7333,665564,admin
Wenchang,31.054,116.9507,664455,minor
Tlalnepantla,19.5367,-99.1947,653410,minor
Catia La Mar,10.6038,-67.0303,661897,minor
Sargodha,32.0836,72.6711,659862,minor
Durango,24.0167,-104.6667,654876,admin
Jalingo,8.9195,11.3264,660213,admin
Bouake,7.6833,-5.0331,659233,admin
Sialkot City,32.5,74.5333,655852,minor
Lingbao Chengguanzhen,34.5221,110.8786,656571,minor
Hue,16.4637,107.5908,652572,admin
Bulawayo,-20.1667,28.5667,653337,admin
Xiping,25.6005,103.8166,652604,minor
Tripoli,34.4333,35.8333,530000,admin
Dusseldorf,51.2311,6.7724,645923,admin
Izhevsk,56.85,53.2167,646277,admin
Guixi,28.2861,117.2083,647240,minor
Tengyue,25.0208,98.4972,644765,minor
Wuxue,29.8518,115.5539,644247,minor
Wroclaw,51.11,17.0325,638586,admin
Xinshi,31.0236,113.1079,636776,minor
Ta`izz,13.5789,44.0219,615467,admin
Aracaju,-10.9167,-37.05,632744,admin
Cochabamba,-17.3935,-66.157,632013,admin
Jeonju,35.8219,127.1489,631532,admin
Jin'e,29.3395,105.2868,633210,minor
Barnaul,53.3567,83.7872,633301,admin
Makati City,14.55,121.0333,629616,admin
Stuttgart,48.7761,9.1775,630305,admin
Rotterdam,51.9225,4.4792,631155,minor
Benghazi,32.1167,20.0667,631555,admin
Kryvyi Rih,47.9086,33.3433,629695,minor
Chimalhuacan,19.4167,-98.9,614453,minor
Xinxing,39.8734,124.1453,627475,minor
Suohe,34.7879,113.392,626700,minor
Zhuangyuan,37.3056,120.8275,626683,minor
Namangan,40.9953,71.6725,626120,admin
Ulyanovsk,54.3167,48.3667,624518,admin
Irkutsk,52.2833,104.3,623736,admin
Jos,9.9333,8.8833,622802,admin
Pontianak,-0.0206,109.3414,618388,admin
Villa Nueva,14.5314,-90.5964,618397,minor
Turpan,42.95,89.1822,622903,minor
Meihekou,42.5279,125.678,618251,minor
Khabarovsk,48.4833,135.0667,616242,admin
Serang,-6.12,106.1503,613356,admin
Kandahar,31.6078,65.7053,614254,admin
Sanya,18.2536,109.5019,614647,minor
San Miguel de Tucuman,-26.8167,-65.2167,605767,admin
Yaroslavl,57.6167,39.85,608079,admin
Vladivostok,43.1167,131.9,606589,admin
Kuantan,3.8167,103.3333,607778,admin
Gothenburg,57.6717,11.981,604829,admin
Jambi,-1.59,103.61,602187,admin
Bacolod,10.6765,122.9509,600783,admin
Tianchang,32.6853,119.0041,602840,minor
Tuxtla,16.7528,-93.1167,598710,admin
Leipzig,51.3333,12.3833,597215,minor
Qamdo,31.1375,97.1777,598862,minor
Kagoshima,31.58,130.5281,593754,admin
Makhachkala,42.9833,47.4833,592976,admin
Mar del Plata,-38,-57.55,593337,minor
Irapuato,20.6667,-101.35,592953,minor
Luocheng,30.9793,104.28,591115,minor
Pereira,4.8143,-75.6946,590554,admin
Dortmund,51.5139,7.4653,587696,minor
Reynosa,26.0922,-98.2778,589466,minor
Zahedan,29.4833,60.8667,587730,admin
Jinhua,29.1046,119.6494,586000,minor
Albany,42.6664,-73.7987,586383,admin
Shah Alam,3.0833,101.5333,584340,admin
Cuiaba,-15.5958,-56.0969,585367,admin
Shangzhi,45.2116,127.962,585386,minor
Essen,51.4508,7.0131,582415,minor
Bucaramanga,7.1186,-73.1161,581130,admin
Genoa,44.4072,8.934,580097,admin
Port Sudan,19.6158,37.2164,579942,admin
Puente Alto,-33.6167,-70.5833,573935,minor
Dehra Dun,30.318,78.029,578420,admin
Wancheng,18.8,110.4,578600,minor
Malaga,36.7194,-4.42,577405,minor
Fu'an,27.1,119.6333,577000,minor
Tomsk,56.4886,84.9522,572740,admin
Tonala,20.6167,-103.2333,569913,minor
Kumul,42.8322,93.5155,572400,minor
Luofeng,37.359,120.396,570898,minor
Irbid,32.5556,35.85,569068,admin
Baton Rouge,30.4418,-91.131,570308,admin
Huzhou,30.8695,120.0958,569000,minor
Wencheng,19.6167,110.75,568900,minor
Bremen,53.0769,8.8089,566573,admin
Ciudad Bolivar,8.1167,-63.55,567953,admin
Orenburg,51.7667,55.1,564443,admin
Kuiju,36.8528,119.3904,564501,minor
Zhenzhou,32.2739,119.1619,564021,minor
Benguela,-12.55,13.4167,561775,admin
Ensenada,31.8578,-116.6058,557430,minor
Columbia,34.0376,-80.9037,560041,admin
Kemerovo,55.3333,86.0667,556920,admin
Herat,34.3738,62.1792,556205,admin
Dresden,51.05,13.74,554907,admin
Luanzhou,39.7396,118.6978,554315,minor
Hamadan,34.8,48.5167,554406,admin
Chiclayo,-6.763,-79.8366,552508,admin
Al Hudaydah,14.8022,42.9511,548433,admin
Cabinda,-5.5667,12.2,550000,admin
Korla,41.7646,86.1527,549324,minor
Huanghua,38.371,117.3329,548507,minor
Muntinlupa City,14.3833,121.05,543445,admin
Tabuk,28.3838,36.555,547957,admin
Heroica Matamoros,25.8797,-97.5042,541979,minor
Samarkand,39.6542,66.9597,546303,admin
Hannover,52.3744,9.7386,542668,admin
Valledupar,10.4603,-73.2597,544134,admin
Ghulja,43.9,81.35,542507,minor
Fuding,27.2,120.2,542000,minor
An Nasiriyah,31.0439,46.2575,541600,admin
Al Hillah,32.4833,44.4333,541034,admin
Ibague,4.4378,-75.2006,541101,admin
Ryazan,54.6167,39.7167,537622,admin
Kassala,15.45,36.4,536009,admin
Chang'an,29.4761,113.448,537500,minor
Kerman,30.2833,57.0667,537718,admin
Poznan,52.4083,16.9336,533830,admin
Aksu,41.1664,80.25,535657,minor
Salta,-24.7883,-65.4106,535303,admin
Astrakhan,46.3333,48.0167,532504,admin
Wuhai,39.6844,106.8158,532902,minor
Antwerp,51.2211,4.3997,529247,minor
Ardabil,38.25,48.3,529374,admin
Lyon,45.76,4.84,518635,admin
Agartala,23.8333,91.2667,522613,admin
Ndola,-12.9683,28.6337,528330,admin
Tultitlan de Mariano Escobedo,19.645,-99.1694,520557,minor
Villavicencio,4.1425,-73.6294,527668,admin
Ailan Mubage,43.9167,81.3167,526745,minor
Bandar `Abbas,27.2,56.25,526648,admin
Bac Ninh,21.1861,106.0763,520000,admin
Ciudad Apodaca,25.7833,-100.1833,523370,minor
Santa Teresa del Tuy,10.2333,-66.65,525321,minor
Penza,53.2,45,523726,admin
Soacha,4.5781,-74.2144,522442,minor
Port Said,31.25,32.2833,524433,admin
Yucheng,36.9329,116.6403,522878,minor
Arak,34.08,49.7,520944,admin
Pohang,36.0322,129.365,520305,minor
Anda,46.4078,125.3252,520000,minor
Utsunomiya,36.55,139.8833,518197,admin
Suez,29.9667,32.5333,516959,admin
Nuremberg,49.4539,11.0775,515543,minor
Zhoushan,29.9887,122.2049,516000,minor
Jiaji,19.2431,110.4642,515700,minor
Santa Marta,11.2361,-74.2017,515556,admin
Hai Duong,20.9399,106.3309,507469,admin
Maturin,9.7457,-63.1832,514046,admin
Homyel',52.4417,30.9833,510300,admin
Yanji,42.9044,129.5067,513072,minor
Yicheng,31.7117,112.2551,512530,minor
Lipetsk,52.6167,39.6,510439,admin
Al `Amarah,31.8333,47.15,511500,admin
Sevastopol,44.6,33.5333,509992,admin
Encheng,22.1879,112.3131,509700,minor
Aden,12.8,45.0333,507355,admin
Matsuyama,33.8333,132.7667,506743,admin
Kashgar,39.45,75.9833,506640,minor
Pingtung,22.6761,120.4942,503530,admin
Lapu-Lapu City,10.3127,123.9488,497604,admin
Monteria,8.76,-75.8856,505334,admin
Yiwu,29.3081,120.0698,502000,minor
Ile-Ife,7.4667,4.5667,501952,minor
Kirov,58.6,49.65,501468,admin
Jiaxing,30.7522,120.75,500100,minor
Mykolaiv,46.9667,32,498748,admin
Meicheng,30.6412,116.5689,500292,minor
Sukkur,27.6995,68.8673,499900,minor
Oujda-Angad,34.6867,-1.9114,494252,admin
Taozhou,30.8956,119.411,499132,minor
Johor Bahru,1.4556,103.7611,497097,admin
Duisburg,51.4322,6.7611,495885,minor
Qaraghandy,49.8,73.1167,497777,admin
Ixtapaluca,19.3186,-98.8822,495566,minor
Chengjiao,35.4043,114.0593,495744,minor
Kota Bharu,6.1333,102.25,491237,admin
Ciudad Lopez Mateos,19.55,-99.2833,489937,minor
Celaya,20.5222,-100.8122,494304,minor
Vinh,18.6733,105.6922,490000,admin
Los Mochis,25.7835,-108.9937,490000,minor
Nyala,12.05,24.8833,492984,admin
Larkana,27.56,68.2264,490508,minor
`Ajman,25.3994,55.4797,490035,admin
Cheboksary,56.1333,47.25,489498,admin
Toulouse,43.6045,1.444,486828,admin
Tula,54.2,37.6167,485221,admin
Dunhua,43.3667,128.2333,483811,minor
Az Zarqa',32.0833,36.1,481300,admin
Sylhet,24.9,91.8667,479837,admin
Kaihua,23.3715,104.2437,481505,minor
Fuyuan,48.3614,134.2875,480000,minor
Florianopolis,-27.5933,-48.553,477798,admin
Chiniot,31.7167,72.9833,477781,minor
Jiannan,31.3446,104.1994,477868,minor
Oita,33.2333,131.6067,477186,admin
Kaliningrad,54.7167,20.5,475056,admin
Kucukcekmece,41,28.8,469431,minor
San Juan,-31.5375,-68.5364,471389,admin
Mazar-e Sharif,36.7,67.1167,469247,admin
Macapa,0.033,-51.0653,474706,admin
Shekhupura,31.7083,74,473129,minor
Des Moines,41.5725,-93.6105,473957,admin
Piura,-5.2008,-80.6253,473025,admin
Mandaluyong City,14.5833,121.0333,425758,admin
Angeles City,15.1472,120.5847,462928,admin
Pasay City,14.55,121,440656,admin
Fujin,47.2489,132.0341,470000,minor
Lanus,-34.7,-58.4,459263,minor
Ba`qubah,33.7447,44.6436,467900,admin
Buraydah,26.3333,43.9667,467410,admin
Gdansk,54.3667,18.6333,464254,admin
Marikina City,14.65,121.1,456059,admin
Manado,1.4931,124.8413,461636,admin
Calabar,4.95,8.325,461796,admin
Kanazawa,36.5611,136.6565,462479,admin
Iloilo,10.7167,122.5667,457626,admin
Kuqa,41.7152,82.9604,462588,minor
Murcia,37.9861,-1.1303,460349,admin
Tel Aviv-Yafo,32.08,34.78,451523,admin
Xicheng,23.3629,103.1545,459781,minor
Melaka,2.1889,102.2511,455300,admin
Taoyuan District,24.9889,121.3111,443273,admin
Jian'ou,27.0387,118.3215,456000,minor
Tanta,30.7833,31,429503,admin
Kota Kinabalu,5.975,116.0725,452058,admin
Minzhu,43.7192,127.337,453265,minor
Bukavu,-2.4908,28.8428,436779,admin
Rajshahi,24.3667,88.6,448087,admin
Kursk,51.7372,36.1872,449063,admin
Eslamshahr,35.5522,51.235,448129,minor
San Nicolas de los Garza,25.75,-100.2833,443273,minor
Hsinchu,24.8047,120.9714,445635,admin
Barcelona,10.1333,-64.6833,448016,admin
Constantine,36.365,6.6147,448374,admin
Tanbei,35.0907,112.9317,447701,minor
Ado-Ekiti,7.6167,5.2167,446749,admin
Madison,43.0826,-89.3931,447245,admin
Santiago de Cuba,20.0217,-75.8294,444851,admin
Andijon,40.7,72.35,441700,admin
Harrisburg,40.2752,-76.8843,442289,admin
Ning'an,44.3439,129.4656,440000,minor
Little Rock,34.7256,-92.3576,439815,admin
Zhangjiakou Shi Xuanhua Qu,40.5944,115.0243,409745,minor
Zurich,47.3744,8.5411,434008,admin
Jinchang,38.5168,102.1866,438026,minor
Guangming,45.3357,122.7765,437559,minor
Beira,-19.8333,34.85,436240,admin
Kupang,-10.1633,123.5778,433970,admin
Jeju,33.5097,126.5219,435413,admin
Manizales,5.0661,-75.4847,434403,admin
Stavropol,45.05,41.9833,433577,admin
Yogyakarta,-7.8014,110.3644,422732,admin
Calicut,11.25,75.7667,431560,minor
Veracruz,19.1903,-96.1533,428323,minor
Zanjan,36.6667,48.4833,433475,admin
Cusco,-13.5222,-71.9833,428450,admin
Ulan-Ude,51.8272,107.6064,431922,admin
Kashan,33.9833,51.4333,432557,minor
Uyo,5.05,7.9333,429900,admin
Sokoto,13.0622,5.2339,427760,admin
Sidi Bouzid,35.0381,9.4858,429912,admin
Porto Velho,-8.7619,-63.9039,428527,admin
Xalapa,19.54,-96.9275,424755,admin
Aomori,40.8222,140.7475,425962,admin
Yan'an Beilu,44.0222,87.2961,426253,minor
Agadir,30.4167,-9.5833,421844,admin
Buenaventura,3.8772,-77.0267,423927,minor
Yazd,31.8972,54.3678,423006,admin
Tver,56.8578,35.9219,419363,admin
Elazig,38.6667,39.2167,421726,admin
Hpa-An,16.8906,97.6333,421525,admin
Palma,39.5667,2.65,419366,admin
Mishan,45.542,131.8666,420000,minor
Hailin,44.5735,129.3825,420000,minor
Seremban,2.7297,101.9381,419536,admin
Lecheng,25.1307,113.3472,419500,minor
Luhansk,48.5833,39.3333,417990,admin
Takamatsu,34.35,134.05,417814,admin
El Obeid,13.1833,30.2167,418280,admin
Kolwezi,-10.7167,25.4667,418000,admin
Wenlan,23.3689,103.3881,417156,minor
Arusha,-3.3667,36.6833,416442,admin
Paju,37.8328,126.8169,415345,minor
Mataram,-8.5833,116.1167,408900,admin
Kisumu,-0.1,34.75,409928,admin
Jhang City,31.2681,72.3181,414131,minor
Nagqu,31.4766,92.0569,414554,minor
Jayapura,-2.5333,140.7167,413283,admin
Rio Branco,-9.9781,-67.8117,413418,admin
Toyama,36.7,137.22,413028,admin
Fangting,31.1282,104.1695,412758,minor
Sanandaj,35.3097,46.9989,412767,admin
Ivanovo,57,41,406933,admin
Turkmenabat,39.1,63.5667,408906,admin
Zaria,11.0667,7.7,408198,minor
Bryansk,53.25,34.3667,406553,admin
Asyut,27.1869,31.1714,389307,admin
Mbale,1.0806,34.175,402368,admin
Maracay,10.2469,-67.5958,407109,admin
Santa Fe,-31.6333,-60.7,405683,admin
Nagasaki,32.7833,129.8667,404656,admin
Szczecin,53.4247,14.5553,403833,admin
Qazvin,36.2688,50.0041,402748,admin
Gifu,35.4167,136.7667,400118,admin
Dera Ghazi Khan,30.05,70.6333,399064,minor
Mwanza,-2.5167,32.9,385810,admin
Xushan,30.1697,121.2665,397000,minor
Miyazaki,31.9167,131.4167,397476,admin
Thanh Hoa,19.8075,105.7764,393294,admin
Nha Trang,12.2495,109.1908,392279,admin
Belgorod,50.6,36.6,391135,admin
Malabon,14.6625,120.9567,380522,admin
Yola,9.2,12.4833,392854,admin
Saurimo,-9.6589,20.3934,393000,admin
Gujrat,32.5736,74.0789,390533,minor
Ad Diwaniyah,31.9892,44.9247,391600,admin
Karamay,45.5928,84.8711,391008,minor
Tieli,46.9838,128.04,390000,minor
Bologna,44.4939,11.3428,389261,admin
Boise,43.6007,-116.2312,389280,admin
Aqtobe,50.2836,57.2297,387807,admin
Oyo,7.8333,3.9333,386723,minor
Tarlac City,15.4802,120.5979,385398,admin
Ha'il,27.5236,41.7001,385257,admin
Lianzhou,24.7868,112.3735,384700,minor
Florence,43.7714,11.2542,380948,admin
Christchurch,-43.5309,172.6365,383200,admin
Nuevo Laredo,27.4861,-99.5069,384033,minor
Brno,49.1953,16.6083,382405,admin
Novi Sad,45.2644,19.8317,380000,admin
Gusau,12.1667,6.6667,383162,admin
Pasto,1.21,-77.2747,382236,admin
Las Palmas,28.1272,-15.4314,378675,admin
Huancayo,-12.0667,-75.2167,378203,admin
Sintra,38.7974,-9.3904,377835,minor
Usulutan,13.35,-88.45,378606,admin
Iquitos,-3.7333,-73.25,377609,admin
Helixi,30.6267,118.9861,376857,minor
Cumana,10.45,-64.1667,374706,admin
Vinnytsia,49.2167,28.4333,371855,admin
Mandaue City,10.3333,123.9333,364116,admin
Bello,6.3319,-75.5581,371591,minor
